x,density
-6.673598717867657015e-01,2.571046812964373207e-01
-6.553902562015307964e-01,2.633310013565549612e-01
-6.434206406162958913e-01,2.698391261415394871e-01
-6.314510250310618744e-01,2.766352295901495228e-01
-6.194814094458269693e-01,2.837236768527829911e-01
-6.075117938605929524e-01,2.911069551850237191e-01
-5.955421782753580473e-01,2.987856260254085905e-01
-5.835725626901240304e-01,3.067582976704755771e-01
-5.716029471048891253e-01,3.150216177127028172e-01
-5.596333315196551084e-01,3.235702842512122035e-01
-5.476637159344202033e-01,3.323970748111252371e-01
-5.356941003491861863e-01,3.414928918995278617e-01
-5.237244847639512813e-01,3.508468241643591945e-01
-5.117548691787163762e-01,3.604462221845520786e-01
-4.997852535934823592e-01,3.702767879830382025e-01
-4.878156380082474541e-01,3.803226773973324981e-01
-4.758460224230134372e-01,3.905666144475216650e-01
-4.638764068377785321e-01,4.009900167957528572e-01
-4.519067912525445152e-01,4.115731312873763814e-01
-4.399371756673096101e-01,4.222951784015745447e-01
-4.279675600820755932e-01,4.331345042246105281e-01
-4.159979444968406881e-01,4.440687383042742353e-01
-4.040283289116066712e-01,4.550749554674424213e-01
-3.920587133263717661e-01,4.661298394058752681e-01
-3.800890977411377492e-01,4.772098455822749719e-01
-3.681194821559028441e-01,4.882913608043475406e-01
-3.561498665706679390e-01,4.993508566819305217e-01
-3.441802509854339220e-01,5.103650341416404723e-01
-3.322106354001990169e-01,5.213109562397895136e-01
-3.202410198149650000e-01,5.321661666968718896e-01
-3.082714042297300949e-01,5.429087918776944743e-01
-2.963017886444960780e-01,5.535176243550166131e-01
-2.843321730592611729e-01,5.639721867089778629e-01
-2.723625574740271560e-01,5.742527748105483720e-01
-2.603929418887922509e-01,5.843404804903679084e-01
-2.484233263035582340e-01,5.942171941758379594e-01
-2.364537107183233289e-01,6.038655887587214277e-01
-2.244840951330893120e-01,6.132690866008156938e-01
-2.125144795478544069e-01,6.224118121671162740e-01
-2.005448639626195018e-01,6.312785332667345539e-01
-1.885752483773854848e-01,6.398545942597992919e-01
-1.766056327921505797e-01,6.481258448368603098e-01
-1.646360172069165628e-01,6.560785680861703772e-01
-1.526664016216816577e-01,6.636994115304402087e-01
-1.406967860364476408e-01,6.709753246423822981e-01
-1.287271704512127357e-01,6.778935060475640428e-01
-1.167575548659787188e-01,6.844413632097346989e-01
-1.047879392807438137e-01,6.906064868879583374e-01
-9.281832369550979678e-02,6.963766420798054302e-01
-8.084870811027489168e-02,7.017397765454278513e-01
-6.887909252504087476e-02,7.066840473687500124e-01
-5.690947693980596966e-02,7.111978653782845550e-01
-4.493986135457106457e-02,7.152699566433761147e-01
-3.297024576933704765e-02,7.188894397009192305e-01
-2.100063018410214255e-02,7.220459166681307828e-01
-9.031014598868125631e-03,7.247295759706446905e-01
2.938600986366779466e-03,7.269313040694883599e-01
1.490821657160079639e-02,7.286428033097603896e-01
2.687783215683570148e-02,7.298567128385787806e-01
3.884744774206971840e-02,7.305667294490698627e-01
5.081706332730462350e-02,7.307677251963853315e-01
6.278667891253864042e-02,7.304558586965349543e-01
7.475629449777354552e-02,7.296286771533048165e-01
8.672591008300756243e-02,7.282852063564985157e-01
9.869552566824246753e-02,7.264260261506942928e-01
1.106651412534773726e-01,7.240533291815064443e-01
1.226347568387113895e-01,7.211709610809997617e-01
1.346043724239462946e-01,7.177844406498623542e-01
1.465739880091803116e-01,7.139009590260204652e-01
1.585436035944152167e-01,7.095293572913482505e-01
1.705132191796492336e-01,7.046800824538156371e-01
1.824828347648841387e-01,6.993651222432328840e-01
1.944524503501181556e-01,6.935979196659343149e-01
2.064220659353530607e-01,6.873932687657964280e-01
2.183916815205870776e-01,6.807671935235815042e-01
2.303612971058219827e-01,6.737368122797539050e-01
2.423309126910559996e-01,6.663201904719813218e-01
2.543005282762909047e-01,6.585361848230369963e-01
2.662701438615258098e-01,6.504042823810283203e-01
2.782397594467598267e-01,6.419444379891603436e-01
2.902093750319947318e-01,6.331769138329075286e-01
3.021789906172287488e-01,6.241221246708229531e-01
3.141486062024636539e-01,6.148004921945491308e-01
3.261182217876976708e-01,6.052323116842664996e-01
3.380878373729325759e-01,5.954376337314027934e-01
3.500574529581665928e-01,5.854361633010508603e-01
3.620270685434014979e-01,5.752471778171424077e-01
3.739966841286355148e-01,5.648894652941170991e-01
3.859662997138704199e-01,5.543812828340087817e-01
3.979359152991044368e-01,5.437403350851899297e-01
4.099055308843393419e-01,5.329837715484139204e-01
4.218751464695742470e-01,5.221282009475159969e-01
4.338447620548082639e-01,5.111897202855273381e-01
4.458143776400431690e-01,5.001839557091826149e-01
4.577839932252771860e-01,4.891261119281219982e-01
4.697536088105120911e-01,4.780310266973014088e-01
4.817232243957461080e-01,4.669132267827583727e-01
4.936928399809810131e-01,4.557869818957951402e-01
5.056624555662150300e-01,4.446663532949581832e-01
5.176320711514499351e-01,4.335652341077610439e-01
5.296016867366839520e-01,4.224973788971974065e-01
5.415713023219188571e-01,4.114764205677040043e-01
5.535409179071528740e-01,4.005158733435955076e-01
5.655105334923877791e-01,3.896291212287287253e-01
5.774801490776226842e-01,3.788293920372761692e-01
5.894497646628567011e-01,3.681297177401904874e-01
6.014193802480916062e-01,3.575428824711349707e-01
6.133889958333256232e-01,3.470813600537696608e-01
6.253586114185605283e-01,3.367572433289289791e-01
6.373282270037945452e-01,3.265821678612920720e-01
6.492978425890294503e-01,3.165672327825075905e-01
6.612674581742634672e-01,3.067229215804340159e-01
6.732370737594983723e-01,2.970590255771725641e-01
6.852066893447323892e-01,2.875845726626693466e-01
6.971763049299672943e-01,2.783077635812808981e-01
7.091459205152013112e-01,2.692359177247229396e-01
7.211155361004362163e-01,2.603754299872164113e-01
7.330851516856711214e-01,2.517317398093474878e-01
7.450547672709051383e-01,2.433093130973767448e-01
7.570243828561400434e-01,2.351116372741603178e-01
7.689939984413740603e-01,2.271412293135989524e-01
7.809636140266089654e-01,2.193996562461947297e-01
7.929332296118429824e-01,2.118875673092449063e-01
8.049028451970778875e-01,2.046047366574036130e-01
8.168724607823119044e-01,1.975501153507324970e-01
8.288420763675468095e-01,1.907218911971467201e-01
8.408116919527808264e-01,1.841175549411272760e-01
